slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__lambda_prior,num__rank_power,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score,num__n_classes,author_lb_best,author_lb_rank,totalVotes,lastRunTime,score,bucket
fvegamaza__birdclef-2026-perch-protossm,fvegamaza/birdclef-2026-perch-protossm,birdclef-2026-perch-protossm.ipynb,42,23.0,19.0,3183.0,65400,"## Setup
Install dependencies and configure environment.",,,0,,0,,,0,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.913,2066.0,20,2026-03-24 04:46:51.317000,0.913,1.low_0.900-0.925
gerarddevlin__birdclef-2026-finetuned,gerarddevlin/birdclef-2026-finetuned,birdclef-2026-finetuned.ipynb,1,1.0,0.0,0.0,1637,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,,,,,,,,,,,,0.944,1028.0,69,2026-04-26 09:47:14.637000,0.944,3.high_0.940-0.948
gerarddevlin__birdclef-2026-note,gerarddevlin/birdclef-2026-note,birdclef-2026-note.ipynb,3,3.0,0.0,0.0,3965,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,,,,,,,,,,,,0.944,1028.0,4,2026-04-22 15:11:13.757000,0.944,3.high_0.940-0.948
goose666__bird0427-basetrain,goose666/bird0427-basetrain,bird0427-basetrain.ipynb,5,5.0,0.0,0.0,16172,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.945,917.0,5,2026-04-27 13:20:14.433000,0.945,3.high_0.940-0.948
goose666__perch-v2-baseline-birdclef2026,goose666/perch-v2-baseline-birdclef2026,perch-v2-baseline-birdclef2026.ipynb,21,21.0,0.0,0.0,39167,,,,0,,0,0.999,0.999,1,0.999,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.945,917.0,12,2026-05-05 12:29:41.297000,0.945,3.high_0.940-0.948
gourabr0y555__birdclef-26-inference-notebook,gourabr0y555/birdclef-26-inference-notebook,birdclef-26-inference-notebook.ipynb,28,16.0,12.0,18415.0,9501,"# BirdCLEF 2026 — Inference Notebook

<div style='background:linear-gradient(135deg,#0f172a 0%,#0d2a1a 50%,#14532d 100%);border-radius:12px;padding:24px 28px;font-family:-apple-system,BlinkMacSystemFont,Segoe UI,sans-serif;color:#fff;line-height:1.7;margin-bottom:8px;'>
<b style='font-size:18px;letter-spacing:0.4px;'>Notebook overview</b><br><br>
This notebook runs inference for the <a href='https",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.924,1829.0,7,2026-03-12 05:25:29.020000,0.924,1.low_0.900-0.925
gustavoquevedo94__audio-exploration-pantanal-birdclef-2026,gustavoquevedo94/audio-exploration-pantanal-birdclef-2026,audio-exploration-pantanal-birdclef-2026.ipynb,21,11.0,10.0,1190.0,9148,"# 🔊 Audio Exploration - Pantanal BirdCLEF 2026
Visualizar espectrogramas, entender duraciones, explorar las diferencias entre fuentes y clases.",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.5,3480.0,4,2026-04-22 14:02:38.017000,0.5,0.weak_<0.900
haradibots__birdclef-2026-pytorch-baseline-inference,haradibots/birdclef-2026-pytorch-baseline-inference,birdclef-2026-pytorch-baseline-inference.ipynb,6,6.0,0.0,0.0,4584,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.5,3450.0,6,2026-03-12 02:09:36.750000,0.5,0.weak_<0.900
haradibots__birdclef2025-1st-place-inference,haradibots/birdclef2025-1st-place-inference,birdclef2025-1st-place-inference.ipynb,21,13.0,8.0,144.0,56234,# Install openvino libs,,,0,,0,,,0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.5,3450.0,22,2026-03-12 09:22:22.577000,0.5,0.weak_<0.900
haradibots__with-efficient-net,haradibots/with-efficient-net,with-efficient-net.ipynb,3,3.0,0.0,0.0,3716,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.5,3450.0,11,2026-03-12 08:33:54.190000,0.5,0.weak_<0.900
haru0707__bc26-public-top2-p125-submit,haru0707/bc26-public-top2-p125-submit,bc26-public-top2-p125-submit.ipynb,44,30.0,14.0,10337.0,85950,"# BirdCLEF 2026 public top2 + P125 submit

This variant starts from the high-scoring public Perch/SED/CLAP notebook lineage and keeps the parts that can be reproduced from attachable public inputs in this account:

- Raunak/Vyanktesh-style ONNX Perch + ProtoSSM/ResidualSSM sequence modeling.
- Tucker public distilled SED ONNX branch.
- Needless-style optional v5 SED and CLAP streams when their dat",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,2.0,kosuke123/birdclef-2026-mattia-tricks-safe|mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.949,76.0,8,2026-05-08 14:38:06.367000,0.949,4.elite_0.948-0.955
hengck23__onnx-distill-prechv2-stop-lse-4fold,hengck23/onnx-distill-prechv2-stop-lse-4fold,onnx-distill-prechv2-stop-lse-4fold.ipynb,8,8.0,0.0,0.0,13933,,,,0,,0,,,0,,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.928,1639.0,26,2026-03-31 01:48:01.553000,0.928,2.mid_0.925-0.940
hengck23__perch2-onnx-direct-lse-256-4fold,hengck23/perch2-onnx-direct-lse-256-4fold,perch2-onnx-direct-lse-256-4fold.ipynb,9,9.0,0.0,0.0,18409,,,,0,,0,,,0,,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0,,,,,,,,,,,,,0.928,1639.0,35,2026-04-01 23:45:20.617000,0.928,2.mid_0.925-0.940
hengck23__pytorch-differentiable-perchv2,hengck23/pytorch-differentiable-perchv2,pytorch-differentiable-perchv2.ipynb,4,3.0,1.0,349.0,1685,"The onnx model is from: https://huggingface.co/justinchuby/Perch-onnx.
And the pytorch model is converted with the help of chatgpt

Application:  
  - finetune perchv2 model
  - enable use of audio file longer than 5 sec

Note: please study the pytorch code carefully. You may want to modify current tf compliant padding to pytorch friendly padding,",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,,,,,,,,,,,,0.928,1639.0,23,2026-04-14 16:23:26.130000,0.928,2.mid_0.925-0.940
henryszy__bc2026-raunak0946-direct-v44,henryszy/bc2026-raunak0946-direct-v44,bc2026-raunak0946-direct-v44.ipynb,40,27.0,13.0,8390.0,67679,"# v48: Raunak 0.946 Direct + Train-Audio-Head 5%

Single-variable follow-up after v47 improved hidden tie-break rank from #455 to #122 while still displaying 0.946. This keeps the original final gate intact and only increases the public train-audio-head rank voter from 3% to 5% on trained classes.
",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.946,,0.946,699.0,13,2026-05-11 07:54:01.253000,0.946,3.high_0.940-0.948
henryszy__bc2026-raunak0946-onlinepseudo-v50,henryszy/bc2026-raunak0946-onlinepseudo-v50,bc2026-raunak0946-onlinepseudo-v50.ipynb,41,28.0,13.0,8446.0,77504,"# v50: Raunak 0.946 + Conditional Head + Online Pseudo Adapter

Builds on v50 conditional head (agree 6%, conflict 1%, default 3%) and adds a test-time online pseudo adapter (SGDClassifier on Perch features, 3% rank blend). Combines two orthogonal signals: conditional head for trained-class boost, and self-distillation for test-distribution adaptation.
",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.946,,0.946,699.0,7,2026-05-13 04:22:57.317000,0.946,3.high_0.940-0.948
henryszy__bc2026-raunak0946-onlinepseudo-v51,henryszy/bc2026-raunak0946-onlinepseudo-v51,bc2026-raunak0946-onlinepseudo-v51.ipynb,41,28.0,13.0,8617.0,79083,"# v51: Raunak 0.946 + Conditional Head + Multi-Round Online Pseudo (2 iterations, 5% blend)

Builds on v50 (condhead + single-pass online pseudo adapter). Key enhancement: **iterative self-distillation** — the adapter's output from round 1 becomes the teacher for round 2, producing sharper pseudo labels with higher confidence and better separation. Final blend weight increased from 3% to 5%.

Insp",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.946,,0.946,699.0,8,2026-05-13 04:59:14.917000,0.946,3.high_0.940-0.948
henryszy__bc2026-robust-rare090-v40,henryszy/bc2026-robust-rare090-v40,bc2026-robust-rare090-v40.ipynb,42,29.0,13.0,9491.0,87578,"# v40: v25 + rare-taxon suppression 0.90

Single-factor test from public 0.946 V8 line: after sonotype mirroring, suppress low-confidence Amphibia/Mammalia/Reptilia cells by 0.90 below per-class mean + 0.05.
",,,0,,0,0.946,0.912,7,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,699.0,4,2026-05-11 05:03:19.563000,0.946,3.high_0.940-0.948
hideyukizushi__bird26-reprod-perch-proto-residualssm-train-s7177,hideyukizushi/bird26-reprod-perch-proto-residualssm-train-s7177,bird26-reprod-perch-proto-residualssm-train-s7177.ipynb,63,38.0,25.0,5160.0,112855,"<h1 style=""color: #6cb4e4;  text-align: center;  padding: 0.25em;  border-top: solid 2.5px #6cb4e4;  border-bottom: solid 2.5px #6cb4e4;  background: -webkit-repeating-linear-gradient(-45deg, #f0f8ff, #f0f8ff 3px,#e9f4ff 3px, #e9f4ff 7px);  background: repeating-linear-gradient(-45deg, #f0f8ff, #f0f8ff 3px,#e9f4ff 3px, #e9f4ff 7px);height:45px;"">
<b>
Train & Submission(LoadLocalTrainModel)
</b></h",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.953,17.0,11,2026-03-30 13:57:14.250000,0.953,4.elite_0.948-0.955
hideyukizushi__bird26-reproduce-perch-protossm-resssm-inf-train,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train,bird26-reproduce-perch-protossm-resssm-inf-train.ipynb,67,41.0,26.0,6219.0,128269,"<h1 style=""color: #6cb4e4;  text-align: center;  padding: 0.25em;  border-top: solid 2.5px #6cb4e4;  border-bottom: solid 2.5px #6cb4e4;  background: -webkit-repeating-linear-gradient(-45deg, #f0f8ff, #f0f8ff 3px,#e9f4ff 3px, #e9f4ff 7px);  background: repeating-linear-gradient(-45deg, #f0f8ff, #f0f8ff 3px,#e9f4ff 3px, #e9f4ff 7px);height:45px;"">
<b>
Train & Submission(LocalTrainModel)
</b></h1> ",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.953,17.0,241,2026-04-06 10:01:53.963000,0.953,4.elite_0.948-0.955
ibrahimqasimi__birdclef-26-acoustic-species-identification-eda,ibrahimqasimi/birdclef-26-acoustic-species-identification-eda,birdclef-26-acoustic-species-identification-eda.ipynb,37,18.0,19.0,5977.0,19659,"# BirdCLEF+ 2026: Acoustic Species Identification in the Pantanal

![](https://i.ibb.co/PsRD0FLf/IMG-20260314-WA0088.jpg)

---

**Table of Contents**

1. [Setup and Configuration](#1)
2. [Data Inventory](#2)
3. [Exploratory Data Analysis](#3)
4. [Audio Visualizations](#4)
5. [Labeled Soundscapes Deep-Dive](#5)
6. [Model Architecture and Training](#6)
7. [Inference Pipeline](#7)
8. [Results and Nex",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,215.0,116,2026-03-14 01:42:44.757000,0.948,4.elite_0.948-0.955
igormerlinicomposer__cbc26,igormerlinicomposer/cbc26,cbc26.ipynb,5,5.0,0.0,0.0,6436,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,,,,,,,,,,,,,0.857,2527.0,4,2026-03-21 15:14:09.407000,0.857,0.weak_<0.900
ikkimasuta__basenote2-birdclef2026-for-winc,ikkimasuta/basenote2-birdclef2026-for-winc,basenote2-birdclef2026-for-winc.ipynb,1,1.0,0.0,0.0,7512,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.944,958.0,7,2026-05-11 11:29:28.417000,0.944,3.high_0.940-0.948
imaadmahmood__birdclef-2026-perch-v2-protossm-0-925,imaadmahmood/birdclef-2026-perch-v2-protossm-0-925,birdclef-2026-perch-v2-protossm-0-925.ipynb,6,3.0,3.0,6851.0,53458,"<div style=""background: linear-gradient(135deg, #0a1a0a 0%, #1a3a1a 50%, #0d2b0d 100%); padding: 45px 20px; border-radius: 12px; text-align: center; font-family: 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; box-shadow: 0 12px 24px rgba(0,0,0,0.6); border: 1px solid rgba(0,230,118,0.15); position: relative; overflow: hidden;"">
    <div style=""position: absolute; top: -30px; left: -20px; width:",,,0,,0,0.946,0.826,5,0.946,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,782.0,359,2026-05-17 15:14:03.870000,0.946,3.high_0.940-0.948
indrapurwanto01__medanjawa,indrapurwanto01/medanjawa,medanjawa.ipynb,5,5.0,0.0,0.0,4175,,,,0,,0,,,0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,,,,,,,,,,,,,0.685,3155.0,7,2026-04-20 07:19:42.290000,0.685,0.weak_<0.900
itsuki89__birdclef-2026-baseline,itsuki89/birdclef-2026-baseline,birdclef-2026-baseline.py,0,,,,20358,,,,0,,0,0.91,0.91,1,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918,2000.0,33,2026-03-24 11:51:28.067000,0.918,1.low_0.900-0.925
jaejohn__perch-v2-starter-train-infer,jaejohn/perch-v2-starter-train-infer,perch-v2-starter-train-infer.ipynb,21,21.0,0.0,0.0,37532,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.943,1171.0,283,2026-03-18 19:24:03.930000,0.943,3.high_0.940-0.948
jaydenszeto123__birdclef-2026-lb-0-834,jaydenszeto123/birdclef-2026-lb-0-834,birdclef-2026-lb-0-834.py,0,,,,6184,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,2355.0,42,2026-03-12 08:04:01.627000,0.89,0.weak_<0.900
jaydenszeto123__birdclef2026-v2,jaydenszeto123/birdclef2026-v2,birdclef2026-v2.ipynb,5,5.0,0.0,0.0,17922,,,,0,,0,,,0,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,,,,,,,,,,,,,0.89,2355.0,12,2026-03-17 02:18:33.073000,0.89,0.weak_<0.900
jek1wantaufik__bird-2026,jek1wantaufik/bird-2026,bird-2026.ipynb,1,1.0,0.0,0.0,2551,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,287.0,12,2026-04-23 04:28:54.943000,0.948,4.elite_0.948-0.955
jirkaborovec__bird-clef-random-predictions,jirkaborovec/bird-clef-random-predictions,bird-clef-random-predictions.ipynb,13,9.0,4.0,111.0,2813,# Inference for 🦜BirdCLEF with Random data,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.946,899.0,10,2026-03-12 15:38:29.390000,0.946,3.high_0.940-0.948
jirkaborovec__bird-clef-statistically-weighted-predictions,jirkaborovec/bird-clef-statistically-weighted-predictions,bird-clef-statistically-weighted-predictions.ipynb,15,11.0,4.0,102.0,3830,# Inference for 🦜BirdCLEF with Statistic data,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.946,899.0,11,2026-03-12 19:45:09.870000,0.946,3.high_0.940-0.948
jirkaborovec__bird-clef-train-timm-pytorch-onnx-inference,jirkaborovec/bird-clef-train-timm-pytorch-onnx-inference,bird-clef-train-timm-pytorch-onnx-inference.ipynb,45,26.0,19.0,5414.0,30707,"# BirdCLEF++ 2026 — Train Baseline with TIMM⚡Pytorch & ONNX inference

Acoustic species identification in the Pantanal, South America.

**Pipeline:** Audio → log-mel spectrogram → EfficientNet-V2-S → species probabilities

**Stack:** PyTorch Lightning + TIMM + torchaudio + ONNX

**Key decisions from past winning solutions:**
- CE loss (not BCE) — single primary label per recording
- EfficientNet f",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0,,,,,,,,,,,,,0.946,899.0,42,2026-03-15 16:38:16.490000,0.946,3.high_0.940-0.948
jiweiliu__birdclef-2026-comprehensive-eda,jiweiliu/birdclef-2026-comprehensive-eda,birdclef-2026-comprehensive-eda.ipynb,53,39.0,14.0,3100.0,42601,"# 🐦 BirdCLEF 2026 — Comprehensive Exploratory Data Analysis

**Competition:** BirdCLEF 2026 | **Region:** Pantanal, Brazil  
**Task:** Multi-label bird & wildlife sound classification from passive acoustic monitoring soundscapes

---

### 📋 Table of Contents
1. [Setup & Imports](#1-setup)
2. [Dataset Overview](#2-overview)
3. [Taxonomy Analysis](#3-taxonomy)
4. [Train CSV Deep Dive](#4-train-csv)
",,,0,,0,,,0,,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.947,436.0,23,2026-03-12 16:49:10.140000,0.947,3.high_0.940-0.948
jiweiliu__birdclef-2026-efficientnet-b0-baseline,jiweiliu/birdclef-2026-efficientnet-b0-baseline,birdclef-2026-efficientnet-b0-baseline.ipynb,10,9.0,1.0,241.0,7082,"# BirdCLEF 2026 – EfficientNet-B0 Baseline Inference

Loads 4-fold EfficientNet-B0 weights, processes test soundscapes into 5-second chunks,
and produces `submission.csv`.

Uses both T4 GPUs on Kaggle: folds 0+1 on GPU 0, folds 2+3 on GPU 1.",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.947,436.0,21,2026-03-12 19:40:07.117000,0.947,3.high_0.940-0.948
jiweiliu__birdclef-2026-postproc-v1,jiweiliu/birdclef-2026-postproc-v1,birdclef-2026-postproc-v1.ipynb,10,9.0,1.0,1010.0,9644,"# BirdCLEF 2026 – EfficientNet-B0 + Post-Processing (postproc_v1, CPU)

Loads 4-fold EfficientNet-B0 weights, processes test soundscapes into 5-second chunks,
averages predictions across folds, then applies a 3-stage post-processing pipeline:

1. **Sliding-window local-max blend** (window=7 chunks=35s, w_local=0.60) — boosts each
   chunk's score for species detected in nearby windows of the same ",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.947,436.0,11,2026-03-12 20:59:44.713000,0.947,3.high_0.940-0.948
jiweiliu__pantanal-distill-birdclef2026-improvement,jiweiliu/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-improvement.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,234.0,0.947,436.0,60,2026-03-31 16:35:19.700000,0.947,3.high_0.940-0.948
johnjanson__agiclef-2026-v10-pro-max,johnjanson/agiclef-2026-v10-pro-max,agiclef-2026-v10-pro-max.ipynb,39,26.0,13.0,8583.0,73131,"# v10 0.965 attempt

Changes vs v8:
- restores stable v8 model hyperparameters (no capacity/epoch changes that hurt LB);
- adds cyclic-shift TTA for **test** ProtoSSM and ResidualSSM, matching the train-side calibration;
- replaces the final 60/40 rank blend with class-aware Quantile-Mix, temporal context, expert site/hour priors, and a tiny no-call energy prior;
- keeps CPU inference budget close",,,0,,0,0.985,0.965,2,0.965,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.965,,0.949,132.0,18,2026-05-08 21:02:28.957000,0.965,5.top_0.955+
juliustegar__birdclef-2026-inference-efficientnetb3,juliustegar/birdclef-2026-inference-efficientnetb3,birdclef-2026-inference-efficientnetb3.ipynb,6,5.0,1.0,186.0,5464,"# 🐦 BirdCLEF 2026 — CPU Only Inference Notebook (EfficientNet-B3)

Notebook ini khusus dibuat untuk memenuhi persyaratan kompetisi:
* **Accelerator:** None (CPU Only)
* **Internet:** OFF",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.903,2231.0,6,2026-03-30 05:25:44.637000,0.903,1.low_0.900-0.925
junaid512__birdclef-2026-eda,junaid512/birdclef-2026-eda,birdclef-2026-eda.ipynb,15,15.0,0.0,0.0,26967,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.924,1832.0,6,2026-03-15 16:18:25.797000,0.924,1.low_0.900-0.925
